time,Data,airtime,coding_rate,data_rate,frequency,gateway,rssi,sensor,snr
2021-06-12 12:06:54.634222+00:00,1.03,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-113.0,mdot-six,6.0
2021-06-12 12:11:58.510854+00:00,0.36,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-101.0,mdot-six,5.0
2021-06-12 12:17:02.389754+00:00,0.36,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-111.0,mdot-six,1.0
2021-06-12 12:22:06.258682+00:00,0.56,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-108.0,mdot-six,-5.0
2021-06-12 12:27:10.132290+00:00,0.36,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-111.0,mdot-six,5.2
2021-06-12 12:32:14.002355+00:00,0.35,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-111.0,mdot-six,3.0
2021-06-12 12:37:17.875144+00:00,0.36,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-115.0,mdot-six,3.5
2021-06-12 12:42:21.317408+00:00,0.36,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-107.0,mdot-six,6.0
2021-06-12 12:47:25.205584+00:00,0.36,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-108.0,mdot-six,6.8
2021-06-12 12:52:29.074111+00:00,0.35,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-115.0,mdot-six,0.8
2021-06-12 12:57:32.937454+00:00,0.36,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-113.0,mdot-six,7.2
2021-06-12 13:02:36.817890+00:00,0.37,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-109.0,mdot-six,4.5
2021-06-12 13:07:40.691058+00:00,0.36,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-113.0,mdot-six,7.2
2021-06-12 13:12:44.560538+00:00,0.36,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-105.0,mdot-six,4.2
2021-06-12 13:17:48.435562+00:00,0.36,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-113.0,mdot-six,2.8
2021-06-12 13:22:52.304919+00:00,0.37,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-115.0,mdot-six,-1.0
2021-06-12 13:27:56.180424+00:00,0.37,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-119.0,mdot-six,4.5
2021-06-12 13:33:00.048055+00:00,0.36,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-105.0,mdot-six,6.8
2021-06-12 13:38:03.920023+00:00,0.36,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-115.0,mdot-six,4.8
2021-06-12 13:43:07.804205+00:00,0.36,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-109.0,mdot-six,5.2
2021-06-12 13:48:11.672709+00:00,0.59,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-113.0,mdot-six,4.5
2021-06-12 13:53:15.537887+00:00,0.37,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-108.0,mdot-six,1.2
2021-06-12 13:58:19.414548+00:00,0.36,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-112.0,mdot-six,-7.0
2021-06-12 14:03:23.288960+00:00,0.36,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-99.0,mdot-six,5.0
2021-06-12 14:08:27.161798+00:00,0.35,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-107.0,mdot-six,4.8
2021-06-12 14:13:31.035025+00:00,0.36,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-105.0,mdot-six,5.0
2021-06-12 14:18:34.911132+00:00,0.35,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-107.0,mdot-six,5.2
2021-06-12 14:23:38.783556+00:00,0.36,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-103.0,mdot-six,4.8
2021-06-12 14:28:42.653857+00:00,0.36,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-108.0,mdot-six,5.2
2021-06-12 14:33:46.533080+00:00,0.36,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-106.0,mdot-six,4.2
2021-06-12 14:38:50.398591+00:00,0.36,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-107.0,mdot-six,1.8
2021-06-12 14:43:54.279447+00:00,0.35,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-104.0,mdot-six,5.8
2021-06-12 14:48:58.156415+00:00,0.36,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-113.0,mdot-six,1.2
2021-06-12 14:54:02.025647+00:00,0.35,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-108.0,mdot-six,3.5
2021-06-12 14:59:05.899024+00:00,0.35,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-107.0,mdot-six,7.0
2021-06-12 15:04:09.771312+00:00,0.36,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-109.0,mdot-six,2.5
2021-06-12 15:09:13.645388+00:00,0.35,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-107.0,mdot-six,5.2
2021-06-12 15:14:17.522864+00:00,0.34,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-109.0,mdot-six,4.5
2021-06-12 15:19:21.395148+00:00,0.35,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-117.0,mdot-six,4.8
2021-06-12 15:24:25.264683+00:00,0.35,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-107.0,mdot-six,6.0
2021-06-12 15:29:29.137767+00:00,0.35,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-115.0,mdot-six,6.5
2021-06-12 15:34:33.017498+00:00,0.34,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-114.0,mdot-six,1.5
2021-06-12 15:39:36.887339+00:00,0.34,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-113.0,mdot-six,4.8
2021-06-12 15:44:40.762053+00:00,0.34,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-101.0,mdot-six,6.0
2021-06-12 15:49:44.635544+00:00,0.34,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-117.0,mdot-six,1.5
2021-06-12 15:54:48.513696+00:00,0.35,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-107.0,mdot-six,4.8
2021-06-12 15:59:52.379749+00:00,0.34,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-109.0,mdot-six,5.2
2021-06-12 16:04:56.260822+00:00,0.35,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-115.0,mdot-six,0.2
2021-06-12 16:10:00.126589+00:00,0.35,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-119.0,mdot-six,5.2
2021-06-12 16:15:04.001873+00:00,0.36,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-102.0,mdot-six,5.5
2021-06-12 16:20:07.876085+00:00,0.35,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-107.0,mdot-six,5.0
2021-06-12 16:25:11.754712+00:00,0.35,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-105.0,mdot-six,5.2
2021-06-12 16:30:15.621641+00:00,0.36,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-106.0,mdot-six,6.0
2021-06-12 16:35:19.497502+00:00,0.35,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-103.0,mdot-six,4.2
2021-06-12 16:40:23.368063+00:00,0.36,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-109.0,mdot-six,4.8
2021-06-12 16:45:27.248759+00:00,0.35,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-106.0,mdot-six,4.8
2021-06-12 16:50:31.123440+00:00,0.36,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-107.0,mdot-six,5.0
2021-06-12 16:55:34.995326+00:00,0.36,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-101.0,mdot-six,5.0
2021-06-12 17:00:38.871614+00:00,0.35,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-115.0,mdot-six,0.0
2021-06-12 17:05:42.746969+00:00,0.35,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-102.0,mdot-six,6.0
2021-06-12 17:10:46.617457+00:00,0.35,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-109.0,mdot-six,4.8
2021-06-12 17:15:50.486117+00:00,0.37,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-102.0,mdot-six,5.5
2021-06-12 17:20:54.358960+00:00,0.35,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-102.0,mdot-six,5.8
2021-06-12 17:25:58.233189+00:00,0.37,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-103.0,mdot-six,3.5
2021-06-12 17:31:02.104533+00:00,0.37,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-107.0,mdot-six,6.5
2021-06-12 17:36:05.989155+00:00,0.36,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-103.0,mdot-six,5.5
2021-06-12 17:41:09.854556+00:00,0.36,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-109.0,mdot-six,5.0
2021-06-12 17:46:13.734218+00:00,0.36,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-101.0,mdot-six,7.0
2021-06-12 17:51:17.607767+00:00,0.33,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-109.0,mdot-six,4.5
2021-06-12 17:56:21.479161+00:00,0.35,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-109.0,mdot-six,4.2
2021-06-12 18:01:25.355109+00:00,0.35,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-108.0,mdot-six,5.8
2021-06-12 18:06:29.227343+00:00,0.35,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-103.0,mdot-six,4.5
2021-06-12 18:11:33.105482+00:00,0.35,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-108.0,mdot-six,4.2
2021-06-12 18:16:36.979764+00:00,0.35,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-109.0,mdot-six,4.5
2021-06-12 18:21:40.851255+00:00,0.35,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-119.0,mdot-six,1.5
2021-06-12 18:26:44.718592+00:00,0.35,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-103.0,mdot-six,6.8
2021-06-12 18:31:48.597746+00:00,0.35,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-114.0,mdot-six,3.0
2021-06-12 18:36:52.465035+00:00,0.35,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-101.0,mdot-six,5.0
2021-06-12 18:41:56.344077+00:00,0.35,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-114.0,mdot-six,-1.0
2021-06-12 18:47:00.216120+00:00,0.35,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-113.0,mdot-six,5.0
2021-06-12 18:52:04.094411+00:00,0.34,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-114.0,mdot-six,2.0
2021-06-12 18:57:07.967035+00:00,0.35,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-115.0,mdot-six,2.5
2021-06-12 19:02:11.843977+00:00,0.35,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-117.0,mdot-six,3.8
2021-06-12 19:07:15.717594+00:00,0.35,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-103.0,mdot-six,5.0
2021-06-12 19:12:19.588922+00:00,0.35,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-103.0,mdot-six,6.0
2021-06-12 19:17:23.457770+00:00,0.34,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-109.0,mdot-six,0.0
2021-06-12 19:22:27.337670+00:00,0.34,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-107.0,mdot-six,4.8
2021-06-12 19:27:31.213225+00:00,0.34,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-101.0,mdot-six,4.8
2021-06-12 19:32:35.087473+00:00,0.34,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-109.0,mdot-six,1.2
2021-06-12 19:37:38.953840+00:00,0.34,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-103.0,mdot-six,4.5
2021-06-12 19:42:42.832546+00:00,0.34,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-111.0,mdot-six,3.8
2021-06-12 19:47:46.709636+00:00,0.34,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-101.0,mdot-six,4.5
2021-06-12 19:52:50.581075+00:00,0.34,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-103.0,mdot-six,5.8
2021-06-12 19:57:54.461491+00:00,0.34,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-107.0,mdot-six,4.5
2021-06-12 20:02:58.324490+00:00,0.34,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-105.0,mdot-six,7.0
2021-06-12 20:08:02.195775+00:00,0.34,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-102.0,mdot-six,5.8
2021-06-12 20:13:06.082292+00:00,0.33,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-105.0,mdot-six,5.5
2021-06-12 20:18:09.974037+00:00,0.34,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-102.0,mdot-six,5.0
2021-06-12 20:23:13.820468+00:00,0.34,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-107.0,mdot-six,5.5
2021-06-12 20:28:17.709075+00:00,0.34,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-106.0,mdot-six,4.0
2021-06-12 20:33:21.569809+00:00,0.34,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-103.0,mdot-six,5.2
2021-06-12 20:38:25.441394+00:00,0.34,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-107.0,mdot-six,5.2
2021-06-12 20:43:29.316961+00:00,0.34,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-106.0,mdot-six,5.0
2021-06-12 20:48:33.196702+00:00,0.34,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-103.0,mdot-six,4.5
2021-06-12 20:53:37.069862+00:00,0.34,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-108.0,mdot-six,5.5
2021-06-12 20:58:40.943328+00:00,0.33,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-105.0,mdot-six,5.0
2021-06-12 21:03:44.813548+00:00,0.34,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-106.0,mdot-six,5.0
2021-06-12 21:08:48.684192+00:00,0.34,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-101.0,mdot-six,4.2
2021-06-12 21:13:52.558094+00:00,0.34,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-103.0,mdot-six,5.5
2021-06-12 21:18:56.438815+00:00,0.34,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-103.0,mdot-six,5.8
2021-06-12 21:24:00.312477+00:00,0.34,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-107.0,mdot-six,5.0
2021-06-12 21:29:04.187510+00:00,0.34,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-105.0,mdot-six,6.0
2021-06-12 21:34:08.061420+00:00,0.33,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-115.0,mdot-six,6.0
2021-06-12 21:39:11.933429+00:00,0.34,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-107.0,mdot-six,3.8
2021-06-12 21:44:15.802703+00:00,0.34,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-106.0,mdot-six,5.0
2021-06-12 21:49:19.679580+00:00,0.34,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-103.0,mdot-six,5.2
2021-06-12 21:54:23.551862+00:00,0.34,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-111.0,mdot-six,5.2
2021-06-12 21:59:27.426824+00:00,0.34,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-101.0,mdot-six,6.0
2021-06-12 22:04:31.299917+00:00,0.34,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-105.0,mdot-six,3.8
2021-06-12 22:09:35.173127+00:00,0.35,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-101.0,mdot-six,7.0
2021-06-12 22:14:39.053527+00:00,0.35,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-100.0,mdot-six,4.5
2021-06-12 22:19:42.920801+00:00,0.34,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-101.0,mdot-six,6.0
2021-06-12 22:24:46.813392+00:00,0.34,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-107.0,mdot-six,5.0
2021-06-12 22:29:50.675416+00:00,0.34,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-100.0,mdot-six,7.5
2021-06-12 22:34:54.542764+00:00,0.34,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-100.0,mdot-six,6.0
2021-06-12 22:39:58.425362+00:00,0.35,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-101.0,mdot-six,5.0
2021-06-12 22:45:02.291677+00:00,0.34,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-100.0,mdot-six,5.5
2021-06-12 22:50:06.167171+00:00,0.35,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-102.0,mdot-six,4.5
2021-06-12 22:55:10.043152+00:00,0.35,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-100.0,mdot-six,6.0
2021-06-12 23:00:13.914943+00:00,0.35,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-100.0,mdot-six,6.0
2021-06-12 23:05:17.789853+00:00,0.35,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-100.0,mdot-six,5.5
2021-06-12 23:10:21.668144+00:00,0.35,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-102.0,mdot-six,4.2
2021-06-12 23:15:25.540480+00:00,0.33,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-107.0,mdot-six,5.5
2021-06-12 23:20:29.411603+00:00,0.34,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-100.0,mdot-six,5.5
2021-06-12 23:25:33.283505+00:00,0.35,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-105.0,mdot-six,5.8
2021-06-12 23:30:37.156582+00:00,0.34,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-103.0,mdot-six,4.8
2021-06-12 23:35:41.039913+00:00,0.35,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-108.0,mdot-six,5.2
2021-06-12 23:40:44.911146+00:00,0.33,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-105.0,mdot-six,6.0
2021-06-12 23:45:48.787496+00:00,0.35,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-109.0,mdot-six,6.0
2021-06-12 23:50:52.656855+00:00,0.34,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-105.0,mdot-six,6.2
2021-06-12 23:55:56.533632+00:00,0.34,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-107.0,mdot-six,5.8
2021-06-13 00:01:00.408301+00:00,0.34,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-107.0,mdot-six,6.0
2021-06-13 00:06:04.274483+00:00,0.35,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-113.0,mdot-six,4.8
2021-06-13 00:11:08.150746+00:00,0.34,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-101.0,mdot-six,5.5
2021-06-13 00:16:12.031082+00:00,0.35,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-113.0,mdot-six,4.8
2021-06-13 00:21:15.903277+00:00,0.35,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-102.0,mdot-six,5.5
2021-06-13 00:26:19.776542+00:00,0.35,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-111.0,mdot-six,4.0
2021-06-13 00:31:23.645707+00:00,0.36,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-107.0,mdot-six,4.8
2021-06-13 00:36:27.527360+00:00,0.35,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-107.0,mdot-six,5.2
2021-06-13 00:41:31.401731+00:00,0.35,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-102.0,mdot-six,4.0
2021-06-13 00:46:35.270249+00:00,0.35,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-103.0,mdot-six,4.8
2021-06-13 00:51:39.149496+00:00,0.35,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-103.0,mdot-six,5.2
2021-06-13 00:56:43.017657+00:00,0.35,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-107.0,mdot-six,5.8
2021-06-13 01:01:46.899980+00:00,0.35,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-102.0,mdot-six,4.8
2021-06-13 01:06:50.768359+00:00,0.36,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-105.0,mdot-six,6.0
2021-06-13 01:11:54.642289+00:00,0.35,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-100.0,mdot-six,5.0
2021-06-13 01:16:58.513328+00:00,0.34,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-103.0,mdot-six,5.5
2021-06-13 01:22:02.392775+00:00,0.35,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-101.0,mdot-six,4.0
2021-06-13 01:27:06.263566+00:00,0.35,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-105.0,mdot-six,5.8
2021-06-13 01:32:10.142217+00:00,0.35,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-101.0,mdot-six,5.8
2021-06-13 01:37:14.010791+00:00,0.34,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-101.0,mdot-six,6.2
2021-06-13 01:42:17.883075+00:00,0.35,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-101.0,mdot-six,5.8
2021-06-13 01:47:21.757092+00:00,0.35,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-107.0,mdot-six,6.2
2021-06-13 01:52:25.633804+00:00,0.35,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-101.0,mdot-six,5.8
2021-06-13 01:57:29.508071+00:00,0.34,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-107.0,mdot-six,5.2
2021-06-13 02:02:33.383766+00:00,0.35,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-107.0,mdot-six,4.8
2021-06-13 02:07:37.260804+00:00,0.35,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-115.0,mdot-six,5.0
2021-06-13 02:12:41.128167+00:00,0.34,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-107.0,mdot-six,7.0
2021-06-13 02:17:45.004188+00:00,0.34,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-111.0,mdot-six,4.5
2021-06-13 02:22:48.883131+00:00,0.34,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-111.0,mdot-six,3.8
2021-06-13 02:27:52.749980+00:00,0.34,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-107.0,mdot-six,3.2
2021-06-13 02:32:56.622800+00:00,0.33,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-107.0,mdot-six,4.2
2021-06-13 02:38:00.506417+00:00,0.34,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-115.0,mdot-six,5.8
2021-06-13 02:43:04.373493+00:00,0.35,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-103.0,mdot-six,5.0
2021-06-13 02:48:08.250479+00:00,0.34,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-114.0,mdot-six,5.0
2021-06-13 02:53:12.119797+00:00,0.35,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-109.0,mdot-six,4.5
2021-06-13 02:58:15.997067+00:00,0.33,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-115.0,mdot-six,3.8
2021-06-13 03:03:19.872203+00:00,0.35,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-105.0,mdot-six,6.8
2021-06-13 03:08:23.744176+00:00,0.34,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-112.0,mdot-six,4.0
2021-06-13 03:13:27.624528+00:00,0.34,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-109.0,mdot-six,5.0
2021-06-13 03:18:31.494768+00:00,0.34,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-119.0,mdot-six,4.8
2021-06-13 03:23:35.370086+00:00,0.34,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-112.0,mdot-six,1.5
2021-06-13 03:28:39.244980+00:00,0.34,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-100.0,mdot-six,5.8
2021-06-13 03:33:43.115175+00:00,0.33,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-113.0,mdot-six,-3.2
2021-06-13 03:38:46.993228+00:00,0.34,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-102.0,mdot-six,5.8
2021-06-13 03:43:50.870446+00:00,0.33,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-108.0,mdot-six,2.5
2021-06-13 03:48:54.745709+00:00,0.34,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-108.0,mdot-six,4.2
2021-06-13 03:53:58.619206+00:00,0.34,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-109.0,mdot-six,2.2
2021-06-13 03:59:02.485212+00:00,0.34,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-109.0,mdot-six,6.5
2021-06-13 04:04:06.363403+00:00,0.35,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-106.0,mdot-six,4.5
2021-06-13 04:09:10.242344+00:00,0.34,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-106.0,mdot-six,5.2
2021-06-13 04:14:14.114723+00:00,0.34,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-101.0,mdot-six,4.8
2021-06-13 04:19:17.987591+00:00,0.34,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-110.0,mdot-six,3.2
2021-06-13 04:24:21.854128+00:00,0.34,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-101.0,mdot-six,5.5
2021-06-13 04:29:25.735570+00:00,0.34,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-109.0,mdot-six,4.5
2021-06-13 04:34:29.605590+00:00,0.34,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-107.0,mdot-six,2.8
2021-06-13 04:39:33.480119+00:00,0.34,1155072000,4/5,SF12BW125,868.3,eui-00800000a0002125,-101.0,mdot-six,6.5
2021-06-13 04:44:37.355834+00:00,0.35,1155072000,4/5,SF12BW125,868.5,eui-00800000a0002125,-103.0,mdot-six,4.5
2021-06-13 04:49:41.231918+00:00,0.34,1155072000,4/5,SF12BW125,868.1,eui-00800000a0002125,-106.0,mdot-six,3.0
